geneId	cluster
Mp6g08700	C4
Mp6g08760	C3
Mp6g08760	C6
Mp6g08810	C2
Mp6g08810	C3
Mp6g08860	C7
Mp6g08860	C5
Mp6g08930	C3
Mp6g09080	C1
Mp6g09090	C3
Mp6g09100	C6
Mp6g09110	C3
Mp6g09220	C2
Mp6g09230	C6
Mp6g09380	C6
Mp6g09430	C3
Mp6g09440	C10
Mp6g09520	C3
Mp6g09540	C3
Mp6g09610	C3
Mp6g09630	C9
Mp6g09640	C1
Mp6g09770	C3
Mp6g09870	C1
Mp6g09980	C3
Mp6g10040	C2
Mp6g10050	C3
Mp6g10120	C3
Mp6g10120	C5
Mp6g10200	C10
Mp6g10230	C2
Mp6g10230	C3
Mp6g10300	C2
Mp6g10340	C2
Mp6g10340	C6
Mp6g10380	C6
Mp6g10540	C3
Mp6g10550	C3
Mp6g10560	C6
Mp6g10650	C1
Mp6g10720	C6
Mp6g11120	C6
Mp6g11310	C3
Mp6g11320	C6
Mp6g11340	C1
Mp6g11390	C6
Mp6g11430	C6
Mp6g11530	C1
Mp6g11540	C3
Mp6g11660	C3
Mp6g11695a	C3
Mp6g11690	C9
Mp6g11720	C1
Mp6g11830	C3
Mp6g11890	C3
Mp6g11900	C3
Mp6g11910	C9
Mp6g11930	C3
Mp6g11945a	C6
Mp6g12010	C3
Mp6g12040	C9
Mp6g12100	C6
Mp6g12130	C2
Mp6g12140	C3
Mp6g12280	C5
Mp6g12300	C3
Mp6g12310	C3
Mp6g12340	C1
Mp6g12440	C3
Mp6g12540	C3
Mp6g12560	C1
Mp6g12600	C3
Mp6g12650	C6
Mp6g12660	C2
Mp6g12670	C3
Mp6g12700	C3
Mp6g12710	C1
Mp6g12720	C3
Mp6g12760	C1
Mp6g12760	C3
Mp6g12830	C6
Mp6g12850	C3
Mp6g12940	C3
Mp6g12960	C3
Mp6g12970	C1
Mp6g13010	C3
Mp6g13030	C6
Mp6g13080	C3
Mp6g13150	C3
Mp6g13190	C6
Mp6g13230	C6
Mp6g13300	C3
Mp6g13340	C9
Mp6g13360	C3
Mp6g13410	C1
Mp6g13460	C3
Mp6g13600	C3
Mp6g13650	C3
Mp6g13680	C2
Mp6g13685a	C6
Mp6g13810	C6
Mp6g13860	C3
Mp6g14010	C3
Mp6g14080	C10
Mp6g14090	C7
Mp6g14150	C1
Mp6g14180	C2
Mp6g14200	C6
Mp6g14240	C3
Mp6g14260	C6
Mp6g14280	C2
Mp6g14290	C2
Mp6g14300	C9
Mp6g14350	C3
Mp6g14450	C3
Mp6g14500	C10
Mp6g14600	C5
Mp6g14610	C4
Mp6g14630	C1
Mp6g14800	C2
Mp6g14980	C6
Mp6g15070	C2
Mp6g15080	C2
Mp6g15080	C6
Mp6g15150	C11
Mp6g15150	C7
Mp6g15170	C2
Mp6g15170	C3
Mp6g15220	C2
Mp6g15230	C4
Mp6g15300	C9
Mp6g15330	C3
Mp6g15350	C13
Mp6g15420	C6
Mp6g15430	C3
Mp6g15460	C6
Mp6g15500	C13
Mp6g15520	C6
Mp6g15610	C6
Mp6g15750	C3
Mp6g15850	C5
Mp6g15910	C6
Mp6g16010	C3
Mp6g16200	C10
Mp6g16210	C4
Mp6g16350	C3
Mp6g16440	C6
Mp6g16450	C2
Mp6g16450	C6
Mp6g16490	C3
Mp6g16490	C1
Mp6g16580	C1
Mp6g16880	C9
Mp6g16880	C2
Mp6g16920	C3
Mp6g16950	C6
Mp6g17080	C3
Mp6g17090	C3
Mp6g17100	C15
Mp6g17190	C1
Mp6g17280	C6
Mp6g17320	C6
Mp6g17360	C2
Mp6g17360	C6
Mp6g17440	C11
Mp6g17460	C3
Mp6g17590	C9
Mp6g17760	C6
Mp6g17790	C3
Mp6g17830	C1
Mp6g17890	C3
Mp6g17920	C3
Mp6g17960	C3
Mp6g18040	C1
Mp6g18080	C10
Mp6g18170	C3
Mp6g18190	C1
Mp6g18480	C7
Mp6g18530	C3
Mp6g18570	C1
Mp6g18590	C3
Mp6g18710	C2
Mp6g18770	C5
Mp6g18840	C6
Mp6g18880	C3
Mp6g18940	C3
Mp6g19100	C6
Mp6g19170	C2
Mp6g19180	C2
Mp6g19240	C6
Mp6g19240	C9
Mp6g19280	C3
Mp6g19340	C1
Mp6g19370	C6
Mp6g19410	C3
Mp6g19520	C3
Mp6g19530	C10
Mp6g19540	C3
Mp6g19560	C2
Mp6g19570	C6
Mp6g19660	C6
Mp6g19680	C1
Mp6g19740	C3
Mp6g19750	C10
Mp6g19790	C9
Mp6g19790	C2
Mp6g19800	C2
Mp6g19815a	C3
Mp6g19840	C3
Mp6g19860	C9
Mp6g19920	C3
Mp6g19940	C3
Mp6g19990	C3
Mp6g20050	C3
Mp6g20060	C3
Mp6g20060	C6
Mp6g20180	C3
Mp6g20220	C3
Mp6g20250	C3
Mp6g20340	C1
Mp6g20360	C9
Mp6g20380	C3
Mp6g20440	C4
Mp6g20470	C8
Mp6g20480	C2
Mp6g20690	C1
Mp6g20690	C4
Mp6g20700	C2
Mp6g20810	C3
Mp6g20890	C3
Mp6g20900	C5
Mp6g20910	C5
Mp6g21120	C6
Mp6g21290	C6
Mp6g21340	C3
Mp6g21380	C3
Mp6g21450	C3
Mp6g21460	C1
Mp6g21490	C1
Mp6g21500	C3
Mp7g00160	C6
Mp7g00180	C3
Mp7g00200	C3
Mp7g00200	C6
Mp7g00310	C3
Mp7g00330	C1
Mp7g00530	C10
Mp7g00590	C3
Mp7g00930	C3
Mp7g00935	C2
Mp7g00970	C1
Mp7g01010	C2
Mp7g01090	C1
Mp7g01090	C3
Mp7g01170	C3
Mp7g01200	C3
Mp7g01300	C6
Mp7g01320	C10
Mp7g01430	C10
Mp7g01680	C1
Mp7g01790	C3
Mp7g01825a	C3
Mp7g01930	C14
Mp7g01940	C14
Mp7g01940	C2
Mp7g01970	C2
Mp7g01980	C6
Mp7g02110	C3
Mp7g02190	C6
Mp7g02190	C2
Mp7g02240	C3
Mp7g02350	C3
Mp7g02390	C3
Mp7g02490	C13
Mp7g02600	C2
Mp7g02610	C3
Mp7g02800	C3
Mp7g02820	C3
Mp7g02870	C3
Mp7g02890	C3
Mp7g02930	C3
Mp7g03050	C3
Mp7g03260	C3
Mp7g03420	C6
Mp7g03590	C10
Mp7g03680	C3
Mp7g03840	C3
Mp7g03850	C1
Mp7g03970	C2
Mp7g04050	C10
Mp7g04080	C1
Mp7g04080	C6
Mp7g04150	C10
Mp7g04235	C2
Mp7g04240	C2
Mp7g04270	C2
Mp7g04320	C3
Mp7g04320	C2
Mp7g04520	C3
Mp7g04640	C3
Mp7g04670	C10
Mp7g04810	C3
Mp7g04930	C6
Mp7g05020	C2
Mp7g05110	C5
Mp7g05180	C2
Mp7g05280	C3
Mp7g05300	C3
Mp7g05320	C3
Mp7g05360	C3
Mp7g05410	C5
Mp7g05740	C6
Mp7g05850	C3
Mp7g05940	C2
Mp7g06050	C3
Mp7g06140	C4
Mp7g06180	C6
Mp7g06190	C3
Mp7g06240	C4
Mp7g06280	C3
Mp7g06280	C2
Mp7g06335a	C3
Mp7g06350	C6
Mp7g06380	C10
Mp7g06400	C10
Mp7g06400	C6
Mp7g06420	C1
Mp7g06480	C9
Mp7g06490	C3
Mp7g06720	C5
Mp7g06810	C3
Mp7g06900	C6
Mp7g06940	C2
Mp7g07160	C7
Mp7g07160	C6
Mp7g07160	C1
Mp7g07200	C1
Mp7g07330	C3
Mp7g07510	C6
Mp7g07535a	C3
Mp7g07590	C3
Mp7g07610	C3
Mp7g07630	C5
Mp7g07870	C9
Mp7g07880	C2
Mp7g07880	C9
Mp7g07890	C2
Mp7g07900	C9
Mp7g07910	C2
Mp7g07910	C9
Mp7g08090	C1
Mp7g08090	C6
Mp7g08150	C10
Mp7g08180	C6
Mp7g08240	C1
Mp7g08240	C7
Mp7g08250	C2
Mp7g08250	C10
Mp7g08330	C3
Mp7g08390	C2
Mp7g08420	C3
Mp7g08470	C3
Mp7g08490	C1
Mp7g08520	C3
Mp7g08570	C6
Mp7g08590	C4
Mp7g08590	C6
Mp7g08630	C3
Mp7g08700	C3
Mp7g08710	C3
Mp7g08770	C3
Mp7g08800	C6
Mp7g08810	C6
Mp7g08850	C3
Mp7g08860	C2
Mp7g08880	C6
Mp7g08910	C3
Mp7g08950	C6
Mp7g08960	C6
Mp7g09110	C6
Mp7g09140	C6
Mp7g09260	C6
Mp7g09260	C2
Mp7g09300	C3
Mp7g09310	C10
Mp7g09340	C3
Mp7g09510	C6
Mp7g09610	C2
Mp7g09670	C1
Mp7g09700	C3
Mp7g09750	C1
Mp7g09800	C3
Mp7g09810	C3
Mp7g09840	C6
Mp7g09910	C3
Mp7g10030	C2
Mp7g10110	C9
Mp7g10150	C10
Mp7g10150	C3
Mp7g10340	C3
Mp7g10360	C6
Mp7g10390	C1
Mp7g10470	C3
Mp7g10610	C3
Mp7g10670	C7
Mp7g10670	C4
Mp7g10850	C6
Mp7g10870	C2
Mp7g10910	C1
Mp7g10930	C2
Mp7g10940	C2
Mp7g11040	C10
Mp7g11070	C3
Mp7g11120	C1
Mp7g11170	C6
Mp7g11170	C7
Mp7g11190	C6
Mp7g11430	C9
Mp7g11545a	C2
Mp7g11580	C1
Mp7g11640	C2
Mp7g11660	C3
Mp7g11660	C2
Mp7g11680	C3
Mp7g11750	C6
Mp7g11860	C6
Mp7g11930	C2
Mp7g12080	C6
Mp7g12080	C3
Mp7g12130	C10
Mp7g12160	C6
Mp7g12230	C3
Mp7g12270	C2
Mp7g12530	C3
Mp7g12560	C1
Mp7g12690	C4
Mp7g12710	C5
Mp7g12720	C5
Mp7g12820	C3
Mp7g12830	C3
Mp7g12850	C4
Mp7g12900	C2
Mp7g13250	C3
Mp7g13270	C3
Mp7g13275	C5
Mp7g13400	C6
Mp7g13500	C6
Mp7g13630	C6
Mp7g13650	C1
Mp7g13750	C6
Mp7g13850	C3
Mp7g13890	C6
Mp7g14010	C9
Mp7g14010	C2
Mp7g14080	C6
Mp7g14100	C6
Mp7g14180	C10
Mp7g14250	C6
Mp7g14300	C3
Mp7g14320	C3
Mp7g14390	C6
Mp7g14470	C3
Mp7g14480	C6
Mp7g14510	C10
Mp7g14530	C1
Mp7g14660	C6
Mp7g14740	C6
Mp7g14880	C3
Mp7g14910	C3
Mp7g15000	C10
Mp7g15010	C3
Mp7g15050	C6
Mp7g15070	C2
Mp7g15110	C3
Mp7g15190	C3
Mp7g15470	C10
Mp7g15490	C3
Mp7g15520	C10
Mp7g15520	C3
Mp7g15590	C3
Mp7g15580	C3
Mp7g15620	C6
Mp7g15650	C14
Mp7g15810	C11
Mp7g15930	C9
Mp7g15930	C6
Mp7g15960	C6
Mp7g15980	C4
Mp7g15980	C6
Mp7g16150	C6
Mp7g16230	C7
Mp7g16240	C2
Mp7g16250	C6
Mp7g16280	C6
Mp7g16305a	C8
Mp7g16310	C12
Mp7g16330	C3
Mp7g16360	C1
Mp7g16360	C6
Mp7g16370	C3
Mp7g16390	C3
Mp7g16410	C6
Mp7g16440	C5
Mp7g16480	C1
Mp7g16530	C3
Mp7g16580	C6
Mp7g16600	C3
Mp7g16620	C3
Mp7g16650	C3
Mp7g16660	C2
Mp7g16660	C10
Mp7g16700	C6
Mp7g16810	C3
Mp7g16880	C6
Mp7g16970	C10
Mp7g17000	C3
Mp7g17050	C6
Mp7g17080	C3
Mp7g17090	C3
Mp7g17100	C2
Mp7g17260	C3
Mp7g17280	C9
Mp7g17370	C3
Mp7g17580	C6
Mp7g17600	C6
Mp7g17600	C4
Mp7g17630	C6
Mp7g17660	C3
Mp7g17690	C4
Mp7g17780	C1
Mp7g17790	C1
Mp7g17800	C2
Mp7g17810	C3
Mp7g17910	C5
Mp7g17960	C6
Mp7g17970	C4
Mp7g17980	C2
Mp7g18080	C1
Mp7g18210	C2
Mp7g18260	C3
Mp7g18310	C7
Mp7g18320	C3
Mp7g18330	C4
Mp7g18370	C3
Mp7g18410	C6
Mp7g18620	C1
Mp7g18630	C3
Mp7g18660	C3
Mp7g18775a	C11
Mp7g18790	C3
Mp7g18820	C5
Mp7g18880	C3
Mp7g18890	C6
Mp7g18930	C3
Mp7g18940	C3
Mp7g19030	C6
Mp7g19060	C6
Mp7g19150	C9
Mp7g19175a	C2
Mp7g19270	C6
Mp7g19380	C3
Mp7g19540	C6
Mp7g19540	C3
Mp7g19570	C3
Mp7g19640	C1
Mp7g19740	C10
Mp8g00160	C1
Mp8g00250	C3
Mp8g00350	C3
Mp8g00470	C2
Mp8g00550	C6
Mp8g00710	C2
Mp8g00710	C3
Mp8g00720	C2
Mp8g00740	C2
Mp8g00760	C3
Mp8g00770	C3
Mp8g00860	C3
Mp8g00860	C6
Mp8g00900	C4
Mp8g01040	C6
Mp8g01100	C2
Mp8g01140	C5
Mp8g01160	C6
Mp8g01280	C3
Mp8g01300	C3
Mp8g01310	C3
Mp8g01400	C10
Mp8g01400	C3
Mp8g01430	C3
Mp8g01480	C9
Mp8g01540	C6
Mp8g01560	C6
Mp8g01585a	C6
Mp8g01590	C3
Mp8g01605a	C3
Mp8g01650	C3
Mp8g01700	C3
Mp8g01700	C6
Mp8g01700	C7
Mp8g01710	C10
Mp8g01710	C3
Mp8g01760	C4
Mp8g01780	C6
Mp8g01790	C9
Mp8g01820	C7
Mp8g01840	C6
Mp8g01840	C2
Mp8g01850	C2
Mp8g01930	C3
Mp8g01940	C3
Mp8g02100	C3
Mp8g02130	C6
Mp8g02150	C6
Mp8g02320	C10
Mp8g02360	C1
Mp8g02360	C6
Mp8g02380	C1
Mp8g02400	C3
Mp8g02440	C1
Mp8g02490	C3
Mp8g02680	C6
Mp8g02810	C7
Mp8g02830	C1
Mp8g02860	C6
Mp8g02920	C3
Mp8g02970	C3
Mp8g02970	C10
Mp8g02980	C6
Mp8g03010	C10
Mp8g03010	C2
Mp8g03030	C3
Mp8g03090	C6
Mp8g03190	C3
Mp8g03240	C14
Mp8g03310	C3
Mp8g03330	C6
Mp8g03340	C3
Mp8g03340	C2
Mp8g03400	C6
Mp8g03460	C3
Mp8g03510	C6
Mp8g03590	C3
Mp8g03620	C6
Mp8g03900	C3
Mp8g03920	C10
Mp8g04000	C3
Mp8g04050	C2
Mp8g04060	C3
Mp8g04070	C3
Mp8g04150	C3
Mp8g04180	C2
Mp8g04270	C3
Mp8g04320	C3
Mp8g04430	C13
Mp8g04430	C5
Mp8g04440	C6
Mp8g04465b	C6
Mp8g04470	C3
Mp8g04480	C3
Mp8g04610	C10
Mp8g04660	C15
Mp8g04700	C15
Mp8g04840	C15
Mp8g04910	C6
Mp8g05070	C10
Mp8g05080	C10
Mp8g05090	C9
Mp8g05120	C6
Mp8g05140	C3
Mp8g05280	C3
Mp8g05330	C15
Mp8g05610	C2
Mp8g05680	C3
Mp8g05720	C6
Mp8g05800	C2
Mp8g05890	C3
Mp8g05970	C3
Mp8g06020	C3
Mp8g06100	C3
Mp8g06160	C3
Mp8g06220	C1
Mp8g06270	C1
Mp8g06380	C6
Mp8g06430	C3
Mp8g06470	C2
Mp8g06470	C10
Mp8g06500	C2
Mp8g06520	C3
Mp8g06680	C3
Mp8g06740	C6
Mp8g06760	C6
Mp8g06830	C1
Mp8g06860	C5
Mp8g06930	C3
Mp8g06930	C10
Mp8g06980	C1
Mp8g06980	C6
Mp8g07000	C6
Mp8g07200	C3
Mp8g07260	C3
Mp8g07320	C3
Mp8g07330	C2
Mp8g07410	C2
Mp8g07420	C9
Mp8g07460	C3
Mp8g07520	C9
Mp8g07530	C9
Mp8g07570	C3
Mp8g07650	C3
Mp8g07640	C3
Mp8g07790	C3
Mp8g07820	C1
Mp8g07920	C3
Mp8g07940	C6
Mp8g07950	C6
Mp8g08060	C3
Mp8g08230	C3
Mp8g08380	C1
Mp8g08470	C6
Mp8g08510	C2
Mp8g08550	C1
Mp8g08680	C6
Mp8g08690	C9
Mp8g08750	C3
Mp8g08990	C5
Mp8g09000	C3
Mp8g09030	C3
Mp8g09040	C3
Mp8g09040	C10
Mp8g09130	C3
Mp8g09160	C3
Mp8g09305	C2
Mp8g09320	C3
Mp8g09420	C6
Mp8g09425a	C2
Mp8g09510	C3
Mp8g09520	C3
Mp8g09630	C10
Mp8g09690	C6
Mp8g09720	C3
Mp8g09730	C14
Mp8g09760	C6
Mp8g09850	C3
Mp8g09890	C3
Mp8g09930	C13
Mp8g10130	C3
Mp8g10140	C3
Mp8g10220	C3
Mp8g10230	C3
Mp8g10250	C2
Mp8g10290	C6
Mp8g10370	C5
Mp8g10410	C1
Mp8g10420	C6
Mp8g10540	C15
Mp8g10550	C15
Mp8g10585a	C3
Mp8g10670	C4
Mp8g10790	C11
Mp8g10830	C1
Mp8g10920	C8
Mp8g10970	C3
Mp8g11010	C3
Mp8g11030	C6
Mp8g11050	C9
Mp8g11090	C3
Mp8g11160	C3
Mp8g11280	C6
Mp8g11420	C3
Mp8g11660	C6
Mp8g11710	C3
Mp8g11790	C6
Mp8g11820	C4
Mp8g11900	C3
Mp8g12000	C2
Mp8g12060	C1
Mp8g12090	C6
Mp8g12130	C10
Mp8g12135a	C2
Mp8g12140	C6
Mp8g12170	C3
Mp8g12300	C6
Mp8g12430	C6
Mp8g12590	C9
Mp8g12600	C5
Mp8g12620	C5
Mp8g12780	C1
Mp8g12850	C3
Mp8g12920	C5
Mp8g12950	C6
Mp8g13160	C3
Mp8g13230	C9
Mp8g13250	C6
Mp8g13260	C7
Mp8g13270	C4
Mp8g13290	C9
Mp8g13310	C2
Mp8g13330	C2
Mp8g13380	C3
Mp8g13540	C10
Mp8g13590	C6
Mp8g13650	C3
Mp8g13680	C3
Mp8g13700	C3
Mp8g13760	C6
Mp8g13850	C6
Mp8g13880	C3
Mp8g13890	C9
Mp8g13930	C5
Mp8g14000	C10
Mp8g14040	C2
Mp8g14160	C3
Mp8g14170	C2
Mp8g14210	C3
Mp8g14280	C3
Mp8g14310	C11
Mp8g14320	C14
Mp8g14480	C7
Mp8g14540	C3
Mp8g14630	C2
Mp8g14650	C6
Mp8g14820	C6
Mp8g14850	C6
Mp8g14850	C15
Mp8g14870	C2
Mp8g14970	C9
Mp8g15000	C3
Mp8g15060	C6
Mp8g15170	C3
Mp8g15240	C6
Mp8g15260	C6
Mp8g15280	C6
Mp8g15330	C6
Mp8g15330	C5
Mp8g15340	C1
Mp8g15360	C5
Mp8g15600	C6
Mp8g15710	C3
Mp8g15820	C3
Mp8g15840	C6
Mp8g15920	C6
Mp8g16110	C6
Mp8g16130	C3
Mp8g16190	C6
Mp8g16190	C3
Mp8g16250	C6
Mp8g16300	C3
Mp8g16300	C6
Mp8g16350	C1
Mp8g16390	C6
Mp8g16560	C3
Mp8g16720	C10
Mp8g16780	C6
Mp8g16810	C6
Mp8g16810	C2
Mp8g16880	C3
Mp8g16920	C3
Mp8g17040	C3
Mp8g17050	C3
Mp8g17100	C10
Mp8g17100	C1
Mp8g17100	C6
Mp8g17110	C5
Mp8g17180	C3
Mp8g17480	C5
Mp8g17655a	C6
Mp8g17710	C6
Mp8g17720	C3
Mp8g17740	C5
Mp8g17750	C2
Mp8g17820	C6
Mp8g18030	C3
Mp8g18125a	C3
Mp8g18210	C3
Mp8g18280	C3
Mp8g18300	C1
Mp8g18340	C1
Mp8g18370	C3
Mp8g18410	C3
Mp8g18420	C1
Mp8g18570	C6
Mp8g18585a	C3
Mp8g18590	C5
Mp8g18720	C6
Mp8g18730	C3
Mp8g18780	C3
Mp8g18820	C3
Mp8g18910	C9
Mp8g18930	C3
Mp8g18970	C1
MpUg00150	C7
MpVg00030	C1
MpVg00050	C1
MpVg00135a	C11
MpVg00240	C3
MpVg00250	C3
MpVg00268	C6
MpVg00270	C4
MpVg00300	C3
MpVg00340	C1
MpVg00350	C1
MpVg00390	C12
MpVg00410	C1
MpVg00440	C1
MpVg00460	C11
MpVg00470	C3
MpVg00470	C1
MpVg00525	C1
MpVg00620	C1
MpVg00670	C1
MpVg00680	C12
MpVg00710	C1
MpVg00710	C10
MpVg00750	C1
MpVg00770	C1
MpVg00830	C1
MpVg00860	C11
MpVg00890	C3
MpVg01080	C4
MpVg01100	C3
MpVg01110	C3
MpVg01130	C1
MpVg01160	C1
MpVg01180	C1
MpVg01240	C1
MpVg01275a	C1
MpVg01275b	C1
Mpzg00170	C1
Mpzg00300	C2
Mpzg00500	C10
Mpzg00760	C3
Mpzg00770	C3
Mpzg00780	C1
Mpzg00780	C3
Mpzg01090	C3
Mpzg01280	C6
