geneId	HS_ATAC	genotype	ABA_ATAC
Mp6g02620	-0.0275417666300689	dko	-0.127296768579354
Mp8g07630	0.168034757495824	dko	0.335237557278508
Mp2g20430	0.0646287443346463	dko	-0.214467782015731
Mp3g09970	-0.206225641221594	dko	-0.310755552577968
Mp5g19490	-0.118218637072732	dko	0.215091149500463
Mp5g22160	0.0480431946305915	dko	0.300646036223038
Mp4g00200	0.113592465775708	dko	-0.138581834387215
Mp3g20700	0.095077487089347	dko	0.208545348954062
Mp6g17310	0.110534103275406	dko	-0.169918015566221
Mp1g05180	0.0702935453421873	dko	-0.719204638212756
Mp5g21250	-0.0947440126424587	dko	-0.0389507656238633
Mp7g17200	0.0743940020713398	dko	-0.450136272696403
Mp4g00180	-0.0605258145183782	dko	-0.0616376442389508
Mp2g12370	-0.192421067521587	dko	-0.450234103949831
Mp3g11900	0.105612931193522	dko	-0.138985349082238
Mp1g03580	-0.0498956554081183	dko	-0.404697659830432
Mp6g07560	0.0219327034774078	dko	-0.0654430538778232
Mp2g25940	-0.00780564612942588	dko	-0.0223563258489597
Mp4g18220	0.287010594072937	dko	-0.30348500008198
Mp4g21300	0.0516051768980008	dko	-0.268082050949557
Mp1g27950	-0.16866354496132	dko	-0.403962390747262
Mp2g22250	0.173131232816768	dko	-0.299363566583872
Mp5g18910	0.11787347573247	dko	-0.426462260674196
Mp5g03090	-0.0671561291764667	dko	-0.163430075324565
