gene	group
Mp1g15880	U_HS d
Mp1g15890	U_HS d
Mp1g16160	U_HS d
Mp1g17610	U_HS d
Mp1g17840	U_HS d
Mp1g17960	U_HS d
Mp1g18650	U_HS d
Mp1g18740	U_HS d
Mp1g18910	U_HS d
Mp1g19030	U_HS d
Mp1g20490	U_HS d
Mp1g20520	U_HS d
Mp1g21770	U_HS d
Mp1g21830	U_HS d
Mp1g21950	U_HS d
Mp1g21980	U_HS d
Mp1g22130	U_HS d
Mp1g22940	U_HS d
Mp1g23740	U_HS d
Mp1g24040	U_HS d
Mp1g24060	U_HS d
Mp1g24470	U_HS d
Mp1g24480	U_HS d
Mp1g24830	U_HS d
Mp1g25540	U_HS d
Mp1g25870	U_HS d
Mp1g26000	U_HS d
Mp1g26030	U_HS d
Mp1g26160	U_HS d
Mp1g26230	U_HS d
Mp1g26240	U_HS d
Mp1g27310	U_HS d
Mp1g27630	U_HS d
Mp1g27930	U_HS d
Mp1g28000	U_HS d
Mp1g28160	U_HS d
Mp1g28170	U_HS d
Mp1g28570	U_HS d
Mp1g28780	U_HS d
Mp1g28990	U_HS d
Mp1g29010	U_HS d
Mp1g29350	U_HS d
Mp2g00230	U_HS d
Mp2g00260	U_HS d
Mp2g00990	U_HS d
Mp2g01380	U_HS d
Mp2g01850	U_HS d
Mp2g02280	U_HS d
Mp2g02290	U_HS d
Mp2g02770	U_HS d
Mp2g04130	U_HS d
Mp2g04400	U_HS d
Mp2g04800	U_HS d
Mp2g04920	U_HS d
Mp2g05080	U_HS d
Mp2g05910	U_HS d
Mp2g06030	U_HS d
Mp2g06670	U_HS d
Mp2g06760	U_HS d
Mp2g07170	U_HS d
Mp2g07500	U_HS d
Mp2g07510	U_HS d
Mp2g07710	U_HS d
Mp2g07720	U_HS d
Mp2g08140	U_HS d
Mp2g08550	U_HS d
Mp2g09220	U_HS d
Mp2g09560	U_HS d
Mp2g09970	U_HS d
Mp2g10010	U_HS d
Mp2g10070	U_HS d
Mp2g10220	U_HS d
Mp2g10240	U_HS d
Mp2g10720	U_HS d
Mp2g10850	U_HS d
Mp2g10860	U_HS d
Mp2g10870	U_HS d
Mp2g11200	U_HS d
Mp2g11560	U_HS d
Mp2g11660	U_HS d
Mp2g11960	U_HS d
Mp2g12220	U_HS d
Mp2g12940	U_HS d
Mp2g13620	U_HS d
Mp2g13870	U_HS d
Mp2g14670	U_HS d
Mp2g15690	U_HS d
Mp2g15700	U_HS d
Mp2g15720	U_HS d
Mp2g16130	U_HS d
Mp2g16290	U_HS d
Mp2g16350	U_HS d
Mp2g17410	U_HS d
Mp2g17420	U_HS d
Mp2g17570	U_HS d
Mp2g18760	U_HS d
Mp2g19460	U_HS d
Mp2g20040	U_HS d
Mp2g20430	U_HS d
Mp2g22680	U_HS d
Mp2g22760	U_HS d
Mp2g22790	U_HS d
Mp2g24070	U_HS d
Mp2g24490	U_HS d
Mp2g24840	U_HS d
Mp2g25120	U_HS d
Mp2g25180	U_HS d
Mp2g25620	U_HS d
Mp2g25630	U_HS d
Mp2g25640	U_HS d
Mp3g00110	U_HS d
Mp3g00500	U_HS d
Mp3g00960	U_HS d
Mp3g01630	U_HS d
Mp3g01690	U_HS d
Mp3g01920	U_HS d
Mp3g01940	U_HS d
Mp3g01980	U_HS d
Mp3g02290	U_HS d
Mp3g02660	U_HS d
Mp3g02710	U_HS d
Mp3g02720	U_HS d
Mp3g02820	U_HS d
Mp3g03030	U_HS d
Mp3g03040	U_HS d
Mp3g03200	U_HS d
Mp3g03350	U_HS d
Mp3g03530	U_HS d
Mp3g03770	U_HS d
Mp3g03980	U_HS d
Mp3g04050	U_HS d
Mp3g04190	U_HS d
Mp3g04260	U_HS d
Mp3g04620	U_HS d
Mp3g05190	U_HS d
Mp3g05230	U_HS d
Mp3g06480	U_HS d
Mp3g06490	U_HS d
Mp3g06510	U_HS d
Mp3g06570	U_HS d
Mp3g06650	U_HS d
Mp3g06660	U_HS d
Mp3g07690	U_HS d
Mp3g07700	U_HS d
Mp3g08180	U_HS d
Mp3g08250	U_HS d
Mp3g09290	U_HS d
Mp3g10080	U_HS d
Mp3g10220	U_HS d
Mp3g10370	U_HS d
Mp3g10510	U_HS d
Mp3g10920	U_HS d
Mp3g11280	U_HS d
Mp3g11470	U_HS d
Mp3g11900	U_HS d
Mp3g14030	U_HS d
Mp3g14320	U_HS d
Mp3g14660	U_HS d
Mp3g14780	U_HS d
Mp3g14910	U_HS d
Mp3g15230	U_HS d
Mp3g15290	U_HS d
Mp3g15350	U_HS d
Mp3g15770	U_HS d
Mp3g15830	U_HS d
Mp3g16340	U_HS d
Mp3g16520	U_HS d
Mp3g16760	U_HS d
Mp3g17120	U_HS d
Mp3g17740	U_HS d
Mp3g18050	U_HS d
Mp3g18130	U_HS d
Mp3g18190	U_HS d
Mp3g18270	U_HS d
Mp3g18470	U_HS d
Mp3g18590	U_HS d
Mp3g19060	U_HS d
Mp3g19350	U_HS d
Mp3g19390	U_HS d
Mp3g20320	U_HS d
Mp3g20750	U_HS d
Mp3g21090	U_HS d
Mp3g21310	U_HS d
Mp3g21520	U_HS d
Mp3g21880	U_HS d
Mp3g22220	U_HS d
Mp3g22880	U_HS d
Mp3g23760	U_HS d
Mp3g24330	U_HS d
Mp3g24700	U_HS d
Mp3g24940	U_HS d
Mp3g25440	U_HS d
Mp3g25450	U_HS d
Mp3g25515e	U_HS d
Mp4g00380	U_HS d
Mp4g00510	U_HS d
Mp4g00520	U_HS d
Mp4g00950	U_HS d
Mp4g01840	U_HS d
Mp4g02360	U_HS d
Mp4g02390	U_HS d
Mp4g02500	U_HS d
Mp4g03380	U_HS d
Mp4g03520	U_HS d
Mp4g03650	U_HS d
Mp4g03840	U_HS d
Mp4g04600	U_HS d
Mp4g05080	U_HS d
Mp4g05440	U_HS d
Mp4g05450	U_HS d
Mp4g06070	U_HS d
Mp4g06100	U_HS d
Mp4g06390	U_HS d
Mp4g06560	U_HS d
Mp4g06650	U_HS d
Mp4g07180	U_HS d
Mp4g07520	U_HS d
Mp4g08110	U_HS d
Mp4g08200	U_HS d
Mp4g08290	U_HS d
Mp4g08360	U_HS d
Mp4g08370	U_HS d
Mp4g08770	U_HS d
Mp4g09230	U_HS d
Mp4g09470	U_HS d
Mp4g09740	U_HS d
Mp4g09760	U_HS d
Mp4g10290	U_HS d
Mp4g10300	U_HS d
Mp4g10330	U_HS d
Mp4g10510	U_HS d
Mp4g11600	U_HS d
Mp4g11930	U_HS d
Mp4g12800	U_HS d
Mp4g12810	U_HS d
Mp4g12890	U_HS d
Mp4g13340	U_HS d
Mp4g13480	U_HS d
Mp4g13720	U_HS d
Mp4g14330	U_HS d
Mp4g14600	U_HS d
Mp4g14960	U_HS d
Mp4g14980	U_HS d
Mp4g15010	U_HS d
Mp4g15090	U_HS d
Mp4g15170	U_HS d
Mp4g15430	U_HS d
Mp4g15570	U_HS d
Mp4g15770	U_HS d
Mp4g15860	U_HS d
Mp4g16030	U_HS d
Mp4g16180	U_HS d
Mp4g17230	U_HS d
Mp4g17420	U_HS d
Mp4g17880	U_HS d
Mp4g18420	U_HS d
Mp4g19370	U_HS d
Mp4g19390	U_HS d
Mp4g19770	U_HS d
Mp4g20680	U_HS d
Mp4g20720	U_HS d
Mp4g21220	U_HS d
Mp4g21550	U_HS d
Mp4g21730	U_HS d
Mp4g22050	U_HS d
Mp4g22110	U_HS d
Mp4g22230	U_HS d
Mp4g22240	U_HS d
Mp4g22280	U_HS d
Mp4g22420	U_HS d
Mp4g22620	U_HS d
Mp4g22860	U_HS d
Mp4g22970	U_HS d
Mp4g23230	U_HS d
Mp5g00005b	U_HS d
Mp5g00470	U_HS d
Mp5g00520	U_HS d
Mp5g00560	U_HS d
Mp5g00620	U_HS d
Mp5g00630	U_HS d
Mp5g01580	U_HS d
Mp5g02030	U_HS d
Mp5g02750	U_HS d
Mp5g02800	U_HS d
Mp5g03160	U_HS d
Mp5g03330	U_HS d
Mp5g03360	U_HS d
Mp5g04070	U_HS d
Mp5g04520	U_HS d
Mp5g04700	U_HS d
Mp5g04750	U_HS d
Mp5g04760	U_HS d
Mp5g04860	U_HS d
Mp5g05730	U_HS d
Mp5g06150	U_HS d
Mp5g06220	U_HS d
Mp5g06380	U_HS d
Mp5g06450	U_HS d
Mp5g06600	U_HS d
Mp5g06710	U_HS d
Mp5g06950	U_HS d
Mp5g06970	U_HS d
Mp5g07400	U_HS d
Mp5g07990	U_HS d
Mp5g08140	U_HS d
Mp5g08320	U_HS d
Mp5g08420	U_HS d
Mp5g08720	U_HS d
Mp5g09050	U_HS d
Mp5g09070	U_HS d
Mp5g09090	U_HS d
Mp5g09400	U_HS d
Mp5g09410	U_HS d
Mp5g09450	U_HS d
Mp5g09620	U_HS d
Mp5g09760	U_HS d
Mp5g10120	U_HS d
Mp5g10600	U_HS d
Mp5g10690	U_HS d
Mp5g11440	U_HS d
Mp5g11910	U_HS d
Mp5g12010	U_HS d
Mp5g12480	U_HS d
Mp5g13140	U_HS d
Mp5g13320	U_HS d
Mp5g13350	U_HS d
Mp5g13460	U_HS d
Mp5g13950	U_HS d
Mp5g14050	U_HS d
Mp5g14320	U_HS d
Mp5g15410	U_HS d
Mp5g15650	U_HS d
Mp5g17270	U_HS d
Mp5g17400	U_HS d
Mp5g18250	U_HS d
Mp5g18870	U_HS d
Mp5g18910	U_HS d
Mp5g18970	U_HS d
Mp5g18980	U_HS d
Mp5g19570	U_HS d
Mp5g19820	U_HS d
Mp5g20360	U_HS d
Mp5g20930	U_HS d
Mp5g21130	U_HS d
Mp5g22540	U_HS d
Mp5g23350	U_HS d
Mp5g23550	U_HS d
Mp5g23560	U_HS d
Mp5g23660	U_HS d
Mp5g24130	U_HS d
Mp5g24400	U_HS d
Mp5g24420	U_HS d
Mp6g00770	U_HS d
Mp6g01870	U_HS d
Mp6g02160	U_HS d
Mp6g02170	U_HS d
Mp6g03090	U_HS d
Mp6g03280	U_HS d
Mp6g03710	U_HS d
Mp6g03920	U_HS d
Mp6g03960	U_HS d
Mp6g04020	U_HS d
Mp6g04540	U_HS d
Mp6g04710	U_HS d
Mp6g04830	U_HS d
Mp6g05390	U_HS d
Mp6g05510	U_HS d
Mp6g05730	U_HS d
Mp6g06000	U_HS d
Mp6g06720	U_HS d
Mp6g06980	U_HS d
Mp6g07310	U_HS d
Mp6g07560	U_HS d
Mp6g07630	U_HS d
Mp6g08020	U_HS d
Mp6g08040	U_HS d
Mp6g08170	U_HS d
Mp6g08190	U_HS d
Mp6g08260	U_HS d
Mp6g08270	U_HS d
Mp6g08540	U_HS d
Mp6g09230	U_HS d
Mp6g09310	U_HS d
Mp6g09570	U_HS d
Mp6g09650	U_HS d
Mp6g10330	U_HS d
Mp6g10340	U_HS d
Mp6g10520	U_HS d
Mp6g11300	U_HS d
Mp6g11780	U_HS d
Mp6g12650	U_HS d
Mp6g12970	U_HS d
Mp6g13030	U_HS d
Mp6g13670	U_HS d
Mp6g14340	U_HS d
Mp6g14400	U_HS d
Mp6g14420	U_HS d
Mp6g15230	U_HS d
Mp6g15280	U_HS d
Mp6g15580	U_HS d
Mp6g15610	U_HS d
Mp6g15810	U_HS d
Mp6g15820	U_HS d
Mp6g16230	U_HS d
Mp6g16310	U_HS d
Mp6g16540	U_HS d
Mp6g17310	U_HS d
Mp6g17320	U_HS d
Mp6g17540	U_HS d
Mp6g17890	U_HS d
Mp6g18030	U_HS d
Mp6g18450	U_HS d
Mp6g18480	U_HS d
Mp6g18940	U_HS d
Mp6g19040	U_HS d
Mp6g19130	U_HS d
Mp6g19170	U_HS d
Mp6g19230	U_HS d
Mp6g19380	U_HS d
Mp6g19640	U_HS d
Mp6g19790	U_HS d
Mp6g20460	U_HS d
Mp6g20540	U_HS d
Mp6g21240	U_HS d
Mp7g00670	U_HS d
Mp7g00880	U_HS d
Mp7g01230	U_HS d
Mp7g01570	U_HS d
Mp7g01940	U_HS d
Mp7g01950	U_HS d
Mp7g01970	U_HS d
Mp7g03040	U_HS d
Mp7g03330	U_HS d
Mp7g03490	U_HS d
Mp7g04340	U_HS d
Mp7g04620	U_HS d
Mp7g05040	U_HS d
Mp7g05120	U_HS d
Mp7g06000	U_HS d
Mp7g07210	U_HS d
Mp7g07710	U_HS d
Mp7g07860	U_HS d
Mp7g07990	U_HS d
Mp7g08170	U_HS d
Mp7g08500	U_HS d
Mp7g08760	U_HS d
Mp7g09030	U_HS d
Mp7g09070	U_HS d
Mp7g09420	U_HS d
Mp7g09660	U_HS d
Mp7g10420	U_HS d
Mp7g11410	U_HS d
Mp7g12080	U_HS d
Mp7g12300	U_HS d
Mp7g12690	U_HS d
Mp7g12720	U_HS d
Mp7g12820	U_HS d
Mp7g13030	U_HS d
Mp7g13490	U_HS d
Mp7g13750	U_HS d
Mp7g13760	U_HS d
Mp7g14030	U_HS d
Mp7g15180	U_HS d
Mp7g15550	U_HS d
Mp7g15610	U_HS d
Mp7g16130	U_HS d
Mp7g16140	U_HS d
Mp7g16270	U_HS d
Mp7g16300	U_HS d
Mp7g16480	U_HS d
Mp7g17400	U_HS d
Mp7g17880	U_HS d
Mp7g18100	U_HS d
Mp7g18140	U_HS d
Mp7g18430	U_HS d
Mp7g19040	U_HS d
Mp7g19120	U_HS d
Mp7g19220	U_HS d
Mp7g19610	U_HS d
Mp8g00040	U_HS d
Mp8g00310	U_HS d
Mp8g00630	U_HS d
Mp8g00680	U_HS d
Mp8g00860	U_HS d
Mp8g00920	U_HS d
Mp8g01270	U_HS d
Mp8g01460	U_HS d
Mp8g01830	U_HS d
Mp8g01900	U_HS d
Mp8g02150	U_HS d
Mp8g02450	U_HS d
Mp8g02500	U_HS d
Mp8g02530	U_HS d
Mp8g02710	U_HS d
Mp8g02740	U_HS d
Mp8g03310	U_HS d
Mp8g04240	U_HS d
Mp8g04290	U_HS d
Mp8g05120	U_HS d
Mp8g05440	U_HS d
Mp8g06400	U_HS d
Mp8g06460	U_HS d
Mp8g06520	U_HS d
Mp8g06540	U_HS d
Mp8g06920	U_HS d
Mp8g07000	U_HS d
Mp8g07010	U_HS d
Mp8g08910	U_HS d
Mp8g08920	U_HS d
Mp8g09110	U_HS d
Mp8g09430	U_HS d
Mp8g09900	U_HS d
Mp8g10000	U_HS d
Mp8g10060	U_HS d
Mp8g10080	U_HS d
Mp8g10150	U_HS d
Mp8g10450	U_HS d
Mp8g10880	U_HS d
Mp8g11560	U_HS d
Mp8g12160	U_HS d
Mp8g12350	U_HS d
Mp8g12710	U_HS d
Mp8g13060	U_HS d
Mp8g14230	U_HS d
Mp8g14500	U_HS d
Mp8g14540	U_HS d
Mp8g14590	U_HS d
Mp8g14650	U_HS d
Mp8g14740	U_HS d
Mp8g14750	U_HS d
Mp8g14850	U_HS d
Mp8g14930	U_HS d
Mp8g15420	U_HS d
Mp8g15800	U_HS d
Mp8g16250	U_HS d
Mp8g16290	U_HS d
Mp8g16390	U_HS d
Mp8g16450	U_HS d
Mp8g16770	U_HS d
Mp8g19020	U_HS d
Mp8g19040	U_HS d
MpVg00460	U_HS d
MpVg00610	U_HS d
MpVg00720	U_HS d
Mpzg01490b	U_HS d
Mpzg00260	U_HS d
Mpzg00500	U_HS d
Mpzg01890b	U_HS d
Mpzg01900a	U_HS d
Mpzg02050b	U_HS d
Mp1g00210	D_HS T
Mp1g00620	D_HS T
Mp1g02790	D_HS T
Mp1g02885	D_HS T
Mp1g02980	D_HS T
Mp1g03310	D_HS T
Mp1g03950	D_HS T
Mp1g05180	D_HS T
Mp1g05990	D_HS T
Mp1g06180	D_HS T
Mp1g06600	D_HS T
Mp1g07070	D_HS T
Mp1g07470	D_HS T
Mp1g08755	D_HS T
Mp1g09210	D_HS T
Mp1g09290	D_HS T
Mp1g09370	D_HS T
Mp1g09400	D_HS T
Mp1g09420	D_HS T
Mp1g09500	D_HS T
Mp1g09755	D_HS T
Mp1g10020	D_HS T
Mp1g10030	D_HS T
Mp1g10150	D_HS T
Mp1g10170	D_HS T
Mp1g10250	D_HS T
Mp1g10260	D_HS T
Mp1g10970	D_HS T
Mp1g11430	D_HS T
Mp1g11940	D_HS T
Mp1g12190	D_HS T
Mp1g12670	D_HS T
Mp1g13260	D_HS T
Mp1g14610	D_HS T
Mp1g15480	D_HS T
Mp1g15580	D_HS T
Mp1g15660	D_HS T
Mp1g16340	D_HS T
Mp1g16390	D_HS T
Mp1g16700	D_HS T
Mp1g17090	D_HS T
Mp1g17210	D_HS T
Mp1g17415	D_HS T
Mp1g18140	D_HS T
Mp1g18780	D_HS T
Mp1g19500	D_HS T
Mp1g19590	D_HS T
Mp1g20010	D_HS T
Mp1g20040	D_HS T
Mp1g20090	D_HS T
Mp1g20130	D_HS T
Mp1g20330	D_HS T
Mp1g20810	D_HS T
Mp1g20870	D_HS T
Mp1g20960	D_HS T
Mp1g21115	D_HS T
Mp1g21270	D_HS T
Mp1g21700	D_HS T
Mp1g22310	D_HS T
Mp1g22600	D_HS T
Mp1g22700	D_HS T
Mp1g23070	D_HS T
Mp1g23160	D_HS T
Mp1g23190	D_HS T
Mp1g23210	D_HS T
Mp1g23650	D_HS T
Mp1g24140	D_HS T
Mp1g24220	D_HS T
Mp1g24230	D_HS T
Mp1g25080	D_HS T
Mp1g25410	D_HS T
Mp1g25850	D_HS T
Mp1g26540	D_HS T
Mp1g26670	D_HS T
Mp1g26920	D_HS T
Mp1g27220	D_HS T
Mp1g27920	D_HS T
Mp1g27940	D_HS T
Mp1g27960	D_HS T
Mp1g27990	D_HS T
Mp1g28360	D_HS T
Mp1g28450	D_HS T
Mp1g28780	D_HS T
Mp2g00650	D_HS T
Mp2g00890	D_HS T
Mp2g00930	D_HS T
Mp2g01340	D_HS T
Mp2g01420	D_HS T
Mp2g01560	D_HS T
Mp2g01750	D_HS T
Mp2g01800	D_HS T
Mp2g02120	D_HS T
Mp2g02190	D_HS T
Mp2g02210	D_HS T
Mp2g02340	D_HS T
Mp2g02520	D_HS T
Mp2g02750	D_HS T
Mp2g03110	D_HS T
Mp2g03800	D_HS T
Mp2g03850	D_HS T
Mp2g03870	D_HS T
Mp2g04740	D_HS T
Mp2g05380	D_HS T
Mp2g05780	D_HS T
Mp2g05790	D_HS T
Mp2g05800	D_HS T
Mp2g06080	D_HS T
Mp2g06090	D_HS T
Mp2g06680	D_HS T
Mp2g07060	D_HS T
Mp2g10330	D_HS T
Mp2g11080	D_HS T
Mp2g11170	D_HS T
Mp2g11820	D_HS T
Mp2g12240	D_HS T
Mp2g12430	D_HS T
Mp2g12650	D_HS T
Mp2g12980	D_HS T
Mp2g14660	D_HS T
Mp2g14870	D_HS T
Mp2g15090	D_HS T
Mp2g15290	D_HS T
Mp2g15510	D_HS T
Mp2g15700	D_HS T
Mp2g17110	D_HS T
Mp2g17120	D_HS T
Mp2g17820	D_HS T
Mp2g18250	D_HS T
Mp2g18580	D_HS T
Mp2g19550	D_HS T
Mp2g19860	D_HS T
Mp2g20340	D_HS T
Mp2g20630	D_HS T
Mp2g21040	D_HS T
Mp2g21430	D_HS T
Mp2g21490	D_HS T
Mp2g22250	D_HS T
Mp2g22490	D_HS T
Mp2g23050	D_HS T
Mp2g23310	D_HS T
Mp2g23750	D_HS T
Mp2g23775	D_HS T
Mp2g23940	D_HS T
Mp2g24200	D_HS T
Mp2g24440	D_HS T
Mp2g24780	D_HS T
Mp2g24790	D_HS T
Mp2g24800	D_HS T
Mp2g24810	D_HS T
Mp2g25060	D_HS T
Mp2g25390	D_HS T
Mp2g25400	D_HS T
Mp2g25910	D_HS T
Mp2g25940	D_HS T
Mp2g26170	D_HS T
Mp2g26500	D_HS T
Mp2g26620	D_HS T
Mp3g00840	D_HS T
Mp3g00900	D_HS T
Mp3g01130	D_HS T
Mp3g01145	D_HS T
Mp3g01320	D_HS T
Mp3g01570	D_HS T
Mp3g02080	D_HS T
Mp3g02160	D_HS T
Mp3g02320	D_HS T
Mp3g02470	D_HS T
Mp3g02550	D_HS T
Mp3g03130	D_HS T
Mp3g03360	D_HS T
Mp3g03370	D_HS T
Mp3g03380	D_HS T
Mp3g03890	D_HS T
Mp3g03970	D_HS T
Mp3g04300	D_HS T
Mp3g05110	D_HS T
Mp3g05280	D_HS T
Mp3g05310	D_HS T
Mp3g05460	D_HS T
Mp3g05910	D_HS T
Mp3g06040	D_HS T
Mp3g06110	D_HS T
Mp3g07390	D_HS T
Mp3g07730	D_HS T
Mp3g08340	D_HS T
Mp3g08375	D_HS T
Mp3g09800	D_HS T
Mp3g10010	D_HS T
Mp3g10350	D_HS T
Mp3g10530	D_HS T
Mp3g10770	D_HS T
Mp3g10780	D_HS T
Mp3g10810	D_HS T
Mp3g11520	D_HS T
Mp3g11760	D_HS T
Mp3g12300	D_HS T
Mp3g12570	D_HS T
Mp3g13730	D_HS T
Mp3g14050	D_HS T
Mp3g14070	D_HS T
Mp3g14120	D_HS T
Mp3g14380	D_HS T
Mp3g14440	D_HS T
Mp3g14960	D_HS T
Mp3g15330	D_HS T
Mp3g15450	D_HS T
Mp3g15740	D_HS T
Mp3g15760	D_HS T
Mp3g15950	D_HS T
Mp3g16590	D_HS T
Mp3g16670	D_HS T
Mp3g16860	D_HS T
Mp3g17470	D_HS T
Mp3g17570	D_HS T
Mp3g17870	D_HS T
Mp3g18090	D_HS T
Mp3g18320	D_HS T
Mp3g18450	D_HS T
Mp3g18710	D_HS T
Mp3g19690	D_HS T
Mp3g19770	D_HS T
Mp3g19790	D_HS T
Mp3g19920	D_HS T
Mp3g20050	D_HS T
Mp3g20070	D_HS T
Mp3g20270	D_HS T
Mp3g20300	D_HS T
Mp3g20460	D_HS T
Mp3g20600	D_HS T
Mp3g20675	D_HS T
Mp3g20680	D_HS T
Mp3g21360	D_HS T
Mp3g21490	D_HS T
Mp3g21670	D_HS T
Mp3g22310	D_HS T
Mp3g22550	D_HS T
Mp3g22750	D_HS T
Mp3g22920	D_HS T
Mp3g23170	D_HS T
Mp3g23650	D_HS T
Mp3g23930	D_HS T
Mp3g24120	D_HS T
Mp3g24620	D_HS T
Mp3g24640	D_HS T
Mp3g25090	D_HS T
Mp3g25200	D_HS T
Mp3g25320	D_HS T
Mp3g25450	D_HS T
Mp4g00200	D_HS T
Mp4g01320	D_HS T
Mp4g01600	D_HS T
Mp4g01700	D_HS T
Mp4g01890	D_HS T
Mp4g01900	D_HS T
Mp4g01950	D_HS T
Mp4g02550	D_HS T
Mp4g02700	D_HS T
Mp4g02940	D_HS T
Mp4g03080	D_HS T
Mp4g03090	D_HS T
Mp4g03340	D_HS T
Mp4g03350	D_HS T
Mp4g03530	D_HS T
Mp4g03540	D_HS T
Mp4g03710	D_HS T
Mp4g03890	D_HS T
Mp4g04160	D_HS T
Mp4g04210	D_HS T
Mp4g04950	D_HS T
Mp4g05210	D_HS T
Mp4g05510	D_HS T
Mp4g06260	D_HS T
Mp4g06840	D_HS T
Mp4g06980	D_HS T
Mp4g07420	D_HS T
Mp4g07690	D_HS T
Mp4g08080	D_HS T
Mp4g08320	D_HS T
Mp4g09040	D_HS T
Mp4g09190	D_HS T
Mp4g09370	D_HS T
Mp4g10490	D_HS T
Mp4g10530	D_HS T
Mp4g10930	D_HS T
Mp4g11020	D_HS T
Mp4g11380	D_HS T
Mp4g11600	D_HS T
Mp4g11900	D_HS T
Mp4g12000	D_HS T
Mp4g12630	D_HS T
Mp4g13430	D_HS T
Mp4g13440	D_HS T
Mp4g13450	D_HS T
Mp4g13500	D_HS T
Mp4g14930	D_HS T
Mp4g15980	D_HS T
Mp4g16270	D_HS T
Mp4g16430	D_HS T
Mp4g18220	D_HS T
Mp4g19320	D_HS T
Mp4g19590	D_HS T
Mp4g19760	D_HS T
Mp4g20450	D_HS T
Mp4g21060	D_HS T
Mp4g21100	D_HS T
Mp4g21270	D_HS T
Mp4g21790	D_HS T
Mp4g22340	D_HS T
Mp4g22680	D_HS T
Mp4g23340	D_HS T
Mp4g23420	D_HS T
Mp5g00160	D_HS T
Mp5g00550	D_HS T
Mp5g00860	D_HS T
Mp5g01880	D_HS T
Mp5g02000	D_HS T
Mp5g02330	D_HS T
Mp5g03560	D_HS T
Mp5g03580	D_HS T
Mp5g03670	D_HS T
Mp5g03900	D_HS T
Mp5g03920	D_HS T
Mp5g04580	D_HS T
Mp5g04600	D_HS T
Mp5g04900	D_HS T
Mp5g05150	D_HS T
Mp5g05730	D_HS T
Mp5g06340	D_HS T
Mp5g06550	D_HS T
Mp5g06630	D_HS T
Mp5g07150	D_HS T
Mp5g07190	D_HS T
Mp5g07200	D_HS T
Mp5g07500	D_HS T
Mp5g07640	D_HS T
Mp5g07740	D_HS T
Mp5g07940	D_HS T
Mp5g07950	D_HS T
Mp5g08090	D_HS T
Mp5g08770	D_HS T
Mp5g08960	D_HS T
Mp5g09710	D_HS T
Mp5g10600	D_HS T
Mp5g10800	D_HS T
Mp5g11030	D_HS T
Mp5g11280	D_HS T
Mp5g11290	D_HS T
Mp5g11300	D_HS T
Mp5g11410	D_HS T
Mp5g11430	D_HS T
Mp5g12960	D_HS T
Mp5g13230	D_HS T
Mp5g13300	D_HS T
Mp5g13390	D_HS T
Mp5g13860	D_HS T
Mp5g13870	D_HS T
Mp5g14430	D_HS T
Mp5g14440	D_HS T
Mp5g14900	D_HS T
Mp5g15040	D_HS T
Mp5g15290	D_HS T
Mp5g15320	D_HS T
Mp5g15620	D_HS T
Mp5g15770	D_HS T
Mp5g15820	D_HS T
Mp5g16060	D_HS T
Mp5g16090	D_HS T
Mp5g16220	D_HS T
Mp5g16230	D_HS T
Mp5g16240	D_HS T
Mp5g16560	D_HS T
Mp5g16910	D_HS T
Mp5g17520	D_HS T
Mp5g18090	D_HS T
Mp5g18180	D_HS T
Mp5g18490	D_HS T
Mp5g18500	D_HS T
Mp5g18720	D_HS T
Mp5g18820	D_HS T
Mp5g19840	D_HS T
Mp5g19920	D_HS T
Mp5g20380	D_HS T
Mp5g21040	D_HS T
Mp5g21385	D_HS T
Mp5g21450	D_HS T
Mp5g21780	D_HS T
Mp5g21920	D_HS T
Mp5g21960	D_HS T
Mp5g22080	D_HS T
Mp5g22160	D_HS T
Mp5g23520	D_HS T
Mp5g24210	D_HS T
Mp5g24330	D_HS T
Mp5g24500	D_HS T
Mp5g24550	D_HS T
Mp6g00400	D_HS T
Mp6g01060	D_HS T
Mp6g02380	D_HS T
Mp6g02620	D_HS T
Mp6g02870	D_HS T
Mp6g02920	D_HS T
Mp6g03150	D_HS T
Mp6g03240	D_HS T
Mp6g03300	D_HS T
Mp6g03450	D_HS T
Mp6g03510	D_HS T
Mp6g03620	D_HS T
Mp6g03720	D_HS T
Mp6g03850	D_HS T
Mp6g04070	D_HS T
Mp6g04110	D_HS T
Mp6g04480	D_HS T
Mp6g04880	D_HS T
Mp6g04930	D_HS T
Mp6g05120	D_HS T
Mp6g05540	D_HS T
Mp6g05980	D_HS T
Mp6g06220	D_HS T
Mp6g07010	D_HS T
Mp6g07050	D_HS T
Mp6g07120	D_HS T
Mp6g07150	D_HS T
Mp6g07160	D_HS T
Mp6g07550	D_HS T
Mp6g07910	D_HS T
Mp6g08200	D_HS T
Mp6g08310	D_HS T
Mp6g09180	D_HS T
Mp6g09730	D_HS T
Mp6g10840	D_HS T
Mp6g10900	D_HS T
Mp6g11440	D_HS T
Mp6g11540	D_HS T
Mp6g11680	D_HS T
Mp6g12310	D_HS T
Mp6g12740	D_HS T
Mp6g13270	D_HS T
Mp6g13610	D_HS T
Mp6g13700	D_HS T
Mp6g14210	D_HS T
Mp6g15110	D_HS T
Mp6g15620	D_HS T
Mp6g15640	D_HS T
Mp6g16800	D_HS T
Mp6g18730	D_HS T
Mp6g18780	D_HS T
Mp6g19490	D_HS T
Mp6g20040	D_HS T
Mp6g20220	D_HS T
