output_prefix	name	motif_id	cluster	total_tfbs	HS_mean_score	HS_bound	CK_mean_score	CK_bound	HS_CK_change	HS_CK_pvalue	HS_CK_highlighted
_C10_AP2EREBP_85-C3_AP2EREBP_74	NA	C10_AP2EREBP_85-C3_AP2EREBP_74	C_	413	8.91264	23	6.78618	21	0.31869	1.29142e-86	True
_C10_AP2EREBP_98-C2_AP2EREBP_93-C3_AP2EREBP_80-C4_AP2EREBP_72-C5_AP2EREBP_33-C6_AP2EREBP_114	NA	C10_AP2EREBP_98-C2_AP2EREBP_93-C3_AP2EREBP_80-C4_AP2EREBP_72-C5_AP2EREBP_33-C6_AP2EREBP_114	C_1	279	8.09127	12	5.89501	10	0.34041	7.37795e-80	True
_C2_AP2EREBP_81	NA	C2_AP2EREBP_81	C_1	574	9.03468	32	7.04967	31	0.30275	3.93387e-87	True
_C2_bHLH_27-C4_bHLH_16-C6_bHLH_29	NA	C2_bHLH_27-C4_bHLH_16-C6_bHLH_29	C_	395	9.09544	23	6.57972	19	0.35796	4.37511e-83	True
_C10_HSF_5	NA	C10_HSF_5	C_	688	8.45657	35	6.58576	30	0.2583	1.21304e-84	True
_C4_NAC_49	NA	C4_NAC_49	C_	746	7.85124	38	5.95704	33	0.27711	1.54021e-85	True
_C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	NA	C3_TCP_17-C4_TCP_29-C6_TCP_34-C9_TCP_18	C_	711	9.7197	38	6.95568	32	0.29302	1.51459e-90	True
_C10_C2H2_30-C2_C2H2_40-C3_C2H2_20-C4_C2H2_33-C5_C2H2_14-C6_C2H2_49-C9_C2H2_21	NA	C10_C2H2_30-C2_C2H2_40-C3_C2H2_20-C4_C2H2_33-C5_C2H2_14-C6_C2H2_49-C9_C2H2_21	C_0-C2_C2H2_40-C3_C2H2_20-C4_C2H2_33-C5_C2H2_14-C6_C2H2_49-C9_C2H2_21	253	9.18	14	7.3903	16	0.38127	8.05622e-80	True
_C10_BBRBPC_20	NA	C10_BBRBPC_20	C_	225	10.85161	13	7.483	10	0.34045	2.283e-74	True
_C2_HSF_5-C4_HSF_4	NA	C2_HSF_5-C4_HSF_4	C_	786	9.03608	38	7.5396	37	0.25353	2.42112e-84	True
_C2_C3H_7	NA	C2_C3H_7	C_	556	7.43258	20	5.57189	19	0.26964	2.53021e-83	True
_C10_bZIP_43	NA	C10_bZIP_43	C_	129	5.17506	1	3.52267	1	0.33401	1.1348e-61	True
_C6_BBRBPC_3	NA	C6_BBRBPC_3	C_	604	7.66798	21	5.84695	19	0.26929	3.06245e-87	True
_C6_G2like_9	NA	C6_G2like_9	C_	304	5.89108	8	4.40223	9	0.32691	4.39469e-84	True
_C10_AP2EREBP_169-C13_AP2EREBP_47-C2_AP2EREBP_199-C3_AP2EREBP_176-C4_AP2EREBP_142-C5_AP2EREBP_60-C6_AP2EREBP_225-C9_AP2EREBP_104	NA	C10_AP2EREBP_169-C13_AP2EREBP_47-C2_AP2EREBP_199-C3_AP2EREBP_176-C4_AP2EREBP_142-C5_AP2EREBP_60-C6_AP2EREBP_225-C9_AP2EREBP_104	C_	274	6.24054	7	4.3988	7	0.36724	4.9094e-85	True
_C3_TCP_59	NA	C3_TCP_59	C_	375	9.37059	25	7.34981	19	0.32159	1.22512e-90	True
_C2_RWPRK_3-C4_RWPRK_3-C9_RWPRK_3	NA	C2_RWPRK_3-C4_RWPRK_3-C9_RWPRK_3	C_	872	8.67925	42	7.04428	37	0.23359	8.75545e-83	True
_C6_NAC_36	NA	C6_NAC_36	C_6	898	8.62903	49	7.61834	46	0.19187	1.06358e-81	True
_C10_AP2EREBP_89-C2_AP2EREBP_87-C4_AP2EREBP_67-C6_AP2EREBP_104	NA	C10_AP2EREBP_89-C2_AP2EREBP_87-C4_AP2EREBP_67-C6_AP2EREBP_104	C_	249	8.35623	17	7.98863	19	-0.00123	0.832362	True
_C6_AP2EREBP_149	NA	C6_AP2EREBP_149	C_	296	7.81271	12	6.33801	10	0.33442	1.39594e-79	True
_C1_AP2EREBP_20-C10_AP2EREBP_65-C13_AP2EREBP_25-C2_AP2EREBP_59-C3_AP2EREBP_59-C4_AP2EREBP_51-C5_AP2EREBP_26-C6_AP2EREBP_77-C7_AP2EREBP_3	NA	C1_AP2EREBP_20-C10_AP2EREBP_65-C13_AP2EREBP_25-C2_AP2EREBP_59-C3_AP2EREBP_59-C4_AP2EREBP_51-C5_AP2EREBP_26-C6_AP2EREBP_77-C7_AP2EREBP_3	C_	180	8.68852	9	7.97746	9	-0.03163	0.0057424	True
_C9_bZIP_2	NA	C9_bZIP_2	C_	103	7.39248	3	5.54448	4	0.32607	4.91117e-53	True
_C9_TCP_35	NA	C9_TCP_35	C_	183	7.05387	7	6.1524	8	0.00748	0.523557	True
_C6_C2H2_43	NA	C6_C2H2_43	C_	295	8.64491	16	6.48193	15	0.35694	2.09538e-81	True
_C1_TCP_34-C10_TCP_81-C11_TCP_7-C2_TCP_74-C3_TCP_71-C4_TCP_81-C6_TCP_98-C7_TCP_11-C9_TCP_42	NA	C1_TCP_34-C10_TCP_81-C11_TCP_7-C2_TCP_74-C3_TCP_71-C4_TCP_81-C6_TCP_98-C7_TCP_11-C9_TCP_42	C_	199	12.51041	18	9.88553	16	0.35377	7.32494e-70	True
_C10_NAC_41-C2_NAC_48-C3_NAC_25-C4_NAC_41-C6_NAC_66-C9_NAC_28	NA	C10_NAC_41-C2_NAC_48-C3_NAC_25-C4_NAC_41-C6_NAC_66-C9_NAC_28	C_	147	13.61674	16	10.28315	15	0.33896	6.60381e-63	True
_C1_TCP_36-C10_TCP_89-C11_TCP_10-C13_TCP_30-C2_TCP_80-C3_TCP_74-C4_TCP_87-C6_TCP_106-C9_TCP_46	NA	C1_TCP_36-C10_TCP_89-C11_TCP_10-C13_TCP_30-C2_TCP_80-C3_TCP_74-C4_TCP_87-C6_TCP_106-C9_TCP_46	C_	195	12.48835	19	9.70871	17	0.34102	1.84775e-65	True
_C10_C2C2gata_20-C2_C2C2gata_25-C4_C2C2gata_24-C6_C2C2gata_29-C9_C2C2gata_18	NA	C10_C2C2gata_20-C2_C2C2gata_25-C4_C2C2gata_24-C6_C2C2gata_29-C9_C2C2gata_18	C_	156	5.11471	2	4.1183	2	0.32916	1.08807e-60	True
_C10_AP2EREBP_37-C11_AP2EREBP_6-C13_AP2EREBP_17-C2_AP2EREBP_35-C3_AP2EREBP_35-C4_AP2EREBP_31-C5_AP2EREBP_10-C6_AP2EREBP_40	NA	C10_AP2EREBP_37-C11_AP2EREBP_6-C13_AP2EREBP_17-C2_AP2EREBP_35-C3_AP2EREBP_35-C4_AP2EREBP_31-C5_AP2EREBP_10-C6_AP2EREBP_40	C_	193	7.59883	12	6.49267	10	-0.02426	0.0231501	True
_C1_TCP_11-C10_TCP_32-C13_TCP_13-C3_TCP_21	NA	C1_TCP_11-C10_TCP_32-C13_TCP_13-C3_TCP_21	C_	117	16.91476	16	13.3359	14	0.00025	0.959174	True
_C1_MYBrelated_4-C4_MYBrelated_2-C6_MYBrelated_1	NA	C1_MYBrelated_4-C4_MYBrelated_2-C6_MYBrelated_1	C_	113	13.37892	17	11.80837	17	-0.01847	0.00483366	True
_C1_AP2EREBP_1-C10_AP2EREBP_1-C11_AP2EREBP_1-C3_AP2EREBP_1-C4_AP2EREBP_1-C6_AP2EREBP_1-C9_AP2EREBP_1	NA	C1_AP2EREBP_1-C10_AP2EREBP_1-C11_AP2EREBP_1-C3_AP2EREBP_1-C4_AP2EREBP_1-C6_AP2EREBP_1-C9_AP2EREBP_1	C_	166	9.80698	14	8.47738	13	-0.05253	1.95555e-09	True
_C10_FAR1_14-C3_FAR1_15-C6_FAR1_21-C7_FAR1_3	NA	C10_FAR1_14-C3_FAR1_15-C6_FAR1_21-C7_FAR1_3	C_	48	18.59683	8	14.97194	9	0.32083	6.13093e-40	True
_C10_bZIP_58-C11_bZIP_6-C2_bZIP_59-C3_bZIP_52-C4_bZIP_47-C6_bZIP_68	NA	C10_bZIP_58-C11_bZIP_6-C2_bZIP_59-C3_bZIP_52-C4_bZIP_47-C6_bZIP_68	C_	157	10.48758	9	8.5898	9	0.33981	2.0589e-70	True
_C1_AP2EREBP_39-C10_AP2EREBP_141-C2_AP2EREBP_157-C3_AP2EREBP_139-C4_AP2EREBP_116-C5_AP2EREBP_49-C6_AP2EREBP_185-C9_AP2EREBP_85	NA	C1_AP2EREBP_39-C10_AP2EREBP_141-C2_AP2EREBP_157-C3_AP2EREBP_139-C4_AP2EREBP_116-C5_AP2EREBP_49-C6_AP2EREBP_185-C9_AP2EREBP_85	C_	164	9.13506	11	7.5889	10	0.02337	4.70173e-05	True
_C10_TCP_78-C2_TCP_71-C3_TCP_68-C4_TCP_78-C5_TCP_28-C6_TCP_95	NA	C10_TCP_78-C2_TCP_71-C3_TCP_68-C4_TCP_78-C5_TCP_28-C6_TCP_95	C_	134	9.98409	10	7.32841	10	0.33352	2.21182e-64	True
_C1_LOBAS2_2-C10_LOBAS2_5-C2_LOBAS2_8-C3_LOBAS2_2-C4_LOBAS2_3-C6_LOBAS2_3-C7_LOBAS2_1-C9_LOBAS2_4	NA	C1_LOBAS2_2-C10_LOBAS2_5-C2_LOBAS2_8-C3_LOBAS2_2-C4_LOBAS2_3-C6_LOBAS2_3-C7_LOBAS2_1-C9_LOBAS2_4	C_	159	11.7136	12	11.83854	12	0.00268	0.130734	True
_C10_TCP_83-C2_TCP_76-C4_TCP_83-C6_TCP_99-C9_TCP_43	NA	C10_TCP_83-C2_TCP_76-C4_TCP_83-C6_TCP_99-C9_TCP_43	C_	211	11.43072	22	9.45722	20	0.33402	6.92067e-73	True
_C10_NAC_10-C2_NAC_7-C3_NAC_4-C4_NAC_10-C9_NAC_10	NA	C10_NAC_10-C2_NAC_7-C3_NAC_4-C4_NAC_10-C9_NAC_10	C_	144	13.88707	15	11.17771	14	0.31429	8.32569e-62	True
_C10_bZIP_19-C13_bZIP_3	NA	C10_bZIP_19-C13_bZIP_3	C_	255	6.36086	9	5.39834	8	0.02223	4.89081e-05	True
_C10_DBP_1-C2_DBP_1-C6_DBP_1	NA	C10_DBP_1-C2_DBP_1-C6_DBP_1	C_	274	9.0487	16	8.28637	15	0.02362	2.4013e-05	True
_C1_AP2EREBP_23-C10_AP2EREBP_79-C2_AP2EREBP_73-C4_AP2EREBP_62-C6_AP2EREBP_92-C9_AP2EREBP_43	NA	C1_AP2EREBP_23-C10_AP2EREBP_79-C2_AP2EREBP_73-C4_AP2EREBP_62-C6_AP2EREBP_92-C9_AP2EREBP_43	C_3-C4_AP2EREBP_54-C6_AP2EREBP_81	110	7.10826	4	5.05168	3	0.35864	9.74441e-55	True
_C10_C2H2_35-C2_C2H2_44-C6_C2H2_54	NA	C10_C2H2_35-C2_C2H2_44-C6_C2H2_54	C_5-C2_C2H2_44-C6_C2H2_54	612	7.50891	22	5.56275	22	0.28701	8.79702e-88	True
_C2_C2C2YABBY_8-C6_C2C2YABBY_3	NA	C2_C2C2YABBY_8-C6_C2C2YABBY_3	C_	554	9.12131	26	7.05701	25	0.28492	8.29778e-85	True
_C4_ND_7	NA	C4_ND_7	C_	760	8.46468	44	7.40077	42	0.20601	6.53648e-83	True
_C2_LOBAS2_27-C3_LOBAS2_12	NA	C2_LOBAS2_27-C3_LOBAS2_12	C_7-C3_LOBAS2_12	196	13.14282	20	10.17816	18	0.42086	9.265e-84	True
_C13_AP2EREBP_26-C2_AP2EREBP_62-C4_AP2EREBP_53-C5_AP2EREBP_28-C6_AP2EREBP_80	NA	C13_AP2EREBP_26-C2_AP2EREBP_62-C4_AP2EREBP_53-C5_AP2EREBP_28-C6_AP2EREBP_80	C_	296	8.61295	17	7.06575	16	0.31647	3.01697e-77	True
_C2_AP2EREBP_204-C3_AP2EREBP_180-C6_AP2EREBP_231	NA	C2_AP2EREBP_204-C3_AP2EREBP_180-C6_AP2EREBP_231	C_	94	6.07354	6	6.36282	7	0.0063	0.178904	True
_C4_MADS_2	NA	C4_MADS_2	C_	262	12.58571	25	12.39469	26	-0.07033	5.72329e-16	True
