output_prefix	name	motif_id	cluster	total_tfbs	HS_mean_score	HS_bound	CK_mean_score	CK_bound	HS_CK_change	HS_CK_pvalue	HS_CK_highlighted
_C10_FHA_4-C11_FHA_1-C2_FHA_5-C3_FHA_3-C4_FHA_4-C6_FHA_5-C9_FHA_3	NA	C10_FHA_4-C11_FHA_1-C2_FHA_5-C3_FHA_3-C4_FHA_4-C6_FHA_5-C9_FHA_3	C_	164	7.56206	5	6.32598	5	0.29626	1.63572e-65	True
_C11_bHLH_3-C4_bHLH_15	NA	C11_bHLH_3-C4_bHLH_15	C_	192	6.88787	7	5.58327	8	0.27314	5.31835e-59	True
_C10_AP2EREBP_37-C11_AP2EREBP_6-C13_AP2EREBP_17-C2_AP2EREBP_35-C3_AP2EREBP_35-C4_AP2EREBP_31-C5_AP2EREBP_10-C6_AP2EREBP_40	NA	C10_AP2EREBP_37-C11_AP2EREBP_6-C13_AP2EREBP_17-C2_AP2EREBP_35-C3_AP2EREBP_35-C4_AP2EREBP_31-C5_AP2EREBP_10-C6_AP2EREBP_40	C_	193	8.23421	10	7.22952	10	-0.06269	2.03806e-11	True
_C1_E2FDP_3-C10_E2FDP_6-C2_E2FDP_6-C3_E2FDP_5-C6_E2FDP_6-C9_E2FDP_5	NA	C1_E2FDP_3-C10_E2FDP_6-C2_E2FDP_6-C3_E2FDP_5-C6_E2FDP_6-C9_E2FDP_5	C_	121	8.06801	8	7.8304	8	-0.10438	4.54839e-19	True
_C1_E2FDP_7-C10_E2FDP_11-C2_E2FDP_15-C3_E2FDP_14-C4_E2FDP_8-C5_E2FDP_4-C6_E2FDP_17-C7_E2FDP_3	NA	C1_E2FDP_7-C10_E2FDP_11-C2_E2FDP_15-C3_E2FDP_14-C4_E2FDP_8-C5_E2FDP_4-C6_E2FDP_17-C7_E2FDP_3	C_	147	12.08698	12	8.99687	8	0.34691	7.52821e-64	True
_C10_FAR1_14-C3_FAR1_15-C6_FAR1_21-C7_FAR1_3	NA	C10_FAR1_14-C3_FAR1_15-C6_FAR1_21-C7_FAR1_3	C_	48	20.33485	8	17.37514	8	0.34341	1.8267e-42	True
_C1_AP2EREBP_39-C10_AP2EREBP_141-C2_AP2EREBP_157-C3_AP2EREBP_139-C4_AP2EREBP_116-C5_AP2EREBP_49-C6_AP2EREBP_185-C9_AP2EREBP_85	NA	C1_AP2EREBP_39-C10_AP2EREBP_141-C2_AP2EREBP_157-C3_AP2EREBP_139-C4_AP2EREBP_116-C5_AP2EREBP_49-C6_AP2EREBP_185-C9_AP2EREBP_85	C_	164	9.79772	10	8.86714	10	-0.09003	2.38149e-20	True
_C13_AP2EREBP_20	NA	C13_AP2EREBP_20	C_	255	13.96218	32	13.60248	33	-0.03879	1.01285e-08	True
_C10_AP2EREBP_26-C4_AP2EREBP_24-C6_AP2EREBP_30	NA	C10_AP2EREBP_26-C4_AP2EREBP_24-C6_AP2EREBP_30	C_	223	10.20861	17	9.19079	17	-0.03956	0.0041204	True
_C10_bZIP_20-C13_bZIP_4-C3_bZIP_20-C4_bZIP_18-C6_bZIP_26-C9_bZIP_12	NA	C10_bZIP_20-C13_bZIP_4-C3_bZIP_20-C4_bZIP_18-C6_bZIP_26-C9_bZIP_12	C_	205	8.7377	15	7.88066	15	-0.03904	7.64808e-07	True
_C10_Trihelix_5-C2_Trihelix_4-C3_Trihelix_6-C4_Trihelix_4-C5_Trihelix_3-C6_Trihelix_5-C9_Trihelix_4	NA	C10_Trihelix_5-C2_Trihelix_4-C3_Trihelix_6-C4_Trihelix_4-C5_Trihelix_3-C6_Trihelix_5-C9_Trihelix_4	C_	145	8.84578	5	7.16446	5	-0.06352	1.13376e-06	True
_C1_E2FDP_4-C10_E2FDP_7-C2_E2FDP_7-C3_E2FDP_6-C5_E2FDP_2-C6_E2FDP_7	NA	C1_E2FDP_4-C10_E2FDP_7-C2_E2FDP_7-C3_E2FDP_6-C5_E2FDP_2-C6_E2FDP_7	C_	42	9.39599	4	8.54001	4	-0.03913	0.00182425	True
_C2_LOBAS2_16-C3_LOBAS2_5-C4_LOBAS2_7-C9_LOBAS2_9	NA	C2_LOBAS2_16-C3_LOBAS2_5-C4_LOBAS2_7-C9_LOBAS2_9	C_6-C3_LOBAS2_5-C4_LOBAS2_7-C9_LOBAS2_9	110	14.899	12	13.65892	11	-0.03806	3.03985e-08	True
_C1_TCP_5-C10_TCP_10-C3_TCP_6-C4_TCP_12-C6_TCP_12-C9_TCP_7	NA	C1_TCP_5-C10_TCP_10-C3_TCP_6-C4_TCP_12-C6_TCP_12-C9_TCP_7	C_	77	21.24052	16	18.1699	16	-0.04735	0.000890604	True
_C6_MYB_44-C9_MYB_18	NA	C6_MYB_44-C9_MYB_18	C_	120	8.90708	8	8.01074	6	-0.03771	1.60513e-06	True
_C6_DBP_8	NA	C6_DBP_8	C_	281	6.66476	8	5.03932	8	0.31603	2.41935e-71	True
_C2_SBP_9	NA	C2_SBP_9	C_	249	11.74701	20	10.30822	21	-0.06187	1.17045e-17	True
_C3_E2FDP_8-C9_E2FDP_6	NA	C3_E2FDP_8-C9_E2FDP_6	C_	261	8.35223	12	6.94419	10	-0.03768	7.12198e-08	True
_C4_C2H2_45-C6_C2H2_65-C9_C2H2_30	NA	C4_C2H2_45-C6_C2H2_65-C9_C2H2_30	C_	183	8.58453	13	8.65609	13	-0.06772	7.66097e-17	True
_C4_MADS_2	NA	C4_MADS_2	C_	262	13.11102	24	12.62862	26	-0.09811	4.39457e-25	True
